Classe Geral,Classe específica,Código IFES,"
ASSUNTO",FASE CORRENTE,FASE INTER- MEDIÁRIA,"
DESTINAÇÃO FINAL","
OBSERVAÇÕES"
456,45632        ,456.32       ,"456.32         REGISTRO DE CONTEÚDO PROGRAMÁTICO MINISTRADO,
RENDIMENTO E FREQUÊNCIA",    10 anos,10 anos,   Eliminação,
456,4564         ,456.4        ,456.4          DOCUMENTAÇÃO ESCOLAR,,,,
,,,,,,,
456,45641        ,456.41       ,456.41         HISTÓRICO ESCOLAR,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",5 anos,"Guarda
Permanente","Eliminar as versões parciais, cujas informações encontram-se recapituladas na versão integral do histórico escolar."
456,45642        ,456.42       ,456.42         EMISSÃO DE DIPLOMA,,,,
456,456421       ,456.421      ,456.421        EXPEDIÇÃO,     5 anos,5 anos,  Eliminação,"No caso das instituições de ensino que utilizam os assentamentos individuais para formação do processo de registro de diplomas, utilizar os prazos e a
destinação dos assentamentos individuais, conforme legislação em vigor."
456,456422       ,456.422      ,456.422         REGISTRO,     5 anos,5 anos,"Guarda
Permanente",Eliminar os diplomas não entregues 2 anos após a emissão.
456,456423       ,456.423      ,456.423        VERIFICAÇÃO DE AUTENTICIDADE,     5 anos,5 anos, Eliminação,
456,45643        ,456.43       ,"456.43          ASSENTAMENTOS INDIVIDUAIS DOS ALUNOS (DOSSIÊS
DOS ALUNOS)","Enquanto o aluno
mantiver o vínculo com a instituição de ensino",*,  Eliminação,*O prazo total de guarda dos documentos é de 100 anos.
456,4565         ,456.5        ,456.5           REGIME DE EXERCÍCIO DOMICILIAR,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",2 anos, Eliminação,
456,4566         ,456.6        ,"456.6          MONITORIAS. ESTÁGIOS NÃO OBRIGATÓRIOS. PROGRAMAS
DE INICIAÇÃO TECNOLÓGICA","Enquanto o aluno
mantiver o vínculo com a instituição de ensino",52 anos, Eliminação,
456,4567         ,456.7        ,"456.7         REGIME DISCIPLINAR DOS ALUNOS: PENALIDADES (ADVERTÊNCIA OU REPREENSÃO, SUSPENSÃO E EXPULSÃO",Até a conclusão do caso,15 anos,"             Guarda 
          Permanente
","A produção, manuseio, consulta, transmissão, manutenção e guarda de dados, documentos e informações relativos à vida privada, à honra e a imagem dos alunos deverão observar medidas especiais de segurança, conforme legislação em vigor"
490,490          ,490          ,490            OUTROS ASSUNTOS REFERENTES À EDUCAÇÃO BÁSICA E PROFISSIONAL,,,,
500,500          ,500          ,500            ASSISTÊNCIA ESTUDANTIL,,,,
510,510          ,510          ,510            NORMATIZAÇÃO. REGULAMENTAÇÃO,Enquanto vigora,-,"Guarda
Permanente",
520,520          ,520          ,"520            PROGRAMAS, CONVÊNIOS E PROJETOS DE CONCESSÃO DE BENEFÍCIOS E AUXÍLIOS AOS ALUNOS",,,,
521,521          ,521          ,521            MORADIA ESTUDANTIL. MORADIA UNIVERSITÁRIA,,,,
521,5211         ,521.1        ,521.1          PUBLICAÇÃO. DIVULGAÇÃO,   5  anos,5 anos,"Guarda
Permanente",
521,5212         ,521.2        ,521.2         INSCRIÇÃO. SELEÇÃO. ADMISSÃO. RENOVAÇÃO,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,    Eliminação,
521,5213         ,521.3        ,521.3          AVALIAÇÃO,    5   anos,5 anos,"Guarda
Permanente",Eliminar os relatórios parciais cujas informações encontram-se recapituladas nos relatórios finais.
,,,,,,,
522,522          ,522          ,522            ALIMENTAÇÃO,,,,
522,5221         ,522.1        ,522.1         PUBLICAÇÃO. DIVULGAÇÃO,    5  anos,5 anos,"Guarda
Permanente",
522,5222         ,522.2        ,522.2         INSCRIÇÃO. SELEÇÃO. ADMISSÃO. RENOVAÇÃO,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,    Eliminação,
522,5223         ,522.3        ,522.3         AVALIAÇÃO, 5  anos,5 anos,"      Guarda 
             Permanente",Eliminar os relatórios parciais cujas informações encontram-se recapituladas nos relatórios finais.
523,523          ,523          ,523            TRANSPORTE,,,,
523,5231         ,523.1        ,523.1          PUBLICAÇÃO. DIVULGAÇÃO,      5 anos,5 anos,"Guarda
Permanente",
523,5232         ,523.2        ,523.2          INSCRIÇÃO. SELEÇÃO. ADMISSÃO. RENOVAÇÃO,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,   Eliminação,
523,5233         ,523.3        ,523.3          AVALIAÇÃO,     5 anos,5 anos,"Guarda
Permanente",Eliminar os relatórios parciais cujasinformações encontram-se recapituladas nos relatórios finais.
524,524          ,524          ,524            ASSISTÊNCIA À SAÚDE FÍSICA E MENTAL (INCLUSIVE REDE    CONVENIADA),,,,
524,5241         ,524.1        ,524.1          PUBLICAÇÃO. DIVULGAÇÃO,     5  anos,5 anos,"Guarda
Permanente",
524,5242         ,524.2        ,524.2         INSCRIÇÃO. SELEÇÃO. ADMISSÃO. RENOVAÇÃO,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,     Eliminação,
524,5243         ,524.3        ,524.3          AVALIAÇÃO,     5 anos,5 anos,"Guarda
Permanente",Eliminar os relatórios parciais cujasi nformações encontram-se recapituladas nos relatórios finais.
525,525          ,525          ,525            INCLUSÃO SÓCIO EDUCACIONAL E DIGITAL,,,,
525,5251         ,525.1        ,525.1              PUBLICAÇÃO. DIVULGAÇÃO,      5 anos,5 anos,"Guarda
Permanente",
525,5252         ,525.2        ,525.2          INSCRIÇÃO. SELEÇÃO. ADMISSÃO. RENOVAÇÃO,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,     Eliminação,
,,,,,,,
525,5253         ,525.3        ,525.3          AVALIAÇÃO,     5 anos,5 anos,"Guarda
Permanente",Eliminar os relatórios parciais cujas informações encontram-se recapituladas nos relatórios finais.
526,526          ,526          ,526             CULTURA. ESPORTE,,,,
526,5261         ,526.1        ,526.1           PUBLICAÇÃO. DIVULGAÇÃO,     5 anos,5 anos,"Guarda
Permanente",
526,5262         ,526.2        ,526.2          INSCRIÇÃO. SELEÇÃO. ADMISSÃO. RENOVAÇÃO,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,    Eliminação,
526,5263         ,526.3        ,526.3          AVALIAÇÃO,     5 anos,5 anos,"             Guarda
            Permanente",Eliminar os relatórios parciais cujas informações encontram-se recapituladas nos relatórios finais.
527,527          ,527          ,527            CRECHE,,,,
527,5271         ,527.1        ,527.1          PUBLICAÇÃO. DIVULGAÇÃO,    5 anos,5 anos,"Guarda
Permanente",
527,5272         ,527.2        ,527.2         INSCRIÇÃO. SELEÇÃO. ADMISSÃO. RENOVAÇÃO,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,  Eliminação,
527,5273         ,527.3        ,527.3          AVALIAÇÃO,     5 anos,5 anos,"             Guarda 
          Permanente",Eliminar os relatórios parciais cujas informações encontram-se recapituladas nos relatórios finais.
528,528          ,528          ,528           APOIO PEDAGÓGICO,,,,
528,5281         ,528.1        ,528.1          PUBLICAÇÃO. DIVULGAÇÃO,     5 anos,5 anos,"            Guarda
Permanente",
528,5282         ,528.2        ,528.2          INSCRIÇÃO. SELEÇÃO. ADMISSÃO. RENOVAÇÃO,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,Eliminação,
528,5283         ,528.3        ,528.3         AVALIAÇÃO,      5 anos,5 anos,"            Guarda 
         Permanente",Eliminar os relatórios parciais cujas informações encontram-se recapituladas nos relatórios finais.
529,529          ,529          ,"529           OUTROS ASSUNTOS REFERENTES A PROGRAMAS, CONVÊNIOS E PROJETOS DE CONCESSÃO DE BENEFÍCIOS E AUXÍLIOS AOS ALUNOS",,,,
529,5291         ,529.1        ,"529.1          ATENDIMENTO AOS PORTADORES DE NECESSIDADES
ESPECIAIS","Enquanto o aluno
mantiver o vínculo com a instituição de ensino",5 anos,"Guarda
   Permanente",
529,5292         ,529.2        ,529.2             AUXÍLIO PARA PARTICIPAÇÃO E REALIZAÇÃO DE EVENTOS,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,Eliminação,
529,5293         ,529.3        ,529.3          ISENÇÃO DE TAXAS ACADÊMICAS,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,Eliminação,
,,,,,,,
529,5294         ,529.4        ,529.4          CONCESSÃO DE MATERIAL DIDÁTICO,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,    Eliminação,
529,5295         ,529.5        ,529.5         BOLSA AUXÍLIO,,,,
529,52951        ,529.51       ,529.51         PUBLICAÇÃO. DIVULGAÇÃO,     5  anos,5 anos,"Guarda
Permanente",
529,52952        ,529.52       ,529.52         INSCRIÇÃO. SELEÇÃO. ADMISSÃO. RENOVAÇÃO,"Enquanto o aluno
mantiver o vínculo com a instituição de ensino",10 anos,    Eliminação,
529,52953        ,529.53       ,529.53         AVALIAÇÃO,       5 anos,5 anos,"Guarda
 Permanente",Eliminar os relatórios parciais cujas informações encontram-se recapituladas nos relatórios finais.
590,590          ,590          ,590           OUTROS ASSUNTOS REFERENTES À ASSISTÊNCIA ESTUDANTIL,,,,
900,900          ,900          ,900           ASSUNTOS DIVERSOS,,,,
910,910A         ,910 A        ,910 A                           SOLENIDADES. COMEMORAÇÕES.   HOMENAGENS,"
1 ano",,"
Eliminação",
910,910B         ,910 B        ,"910 B             PLANEJAMENTO, PROGRAMAÇÃO, DISCURSOS,  PALESTRAS E TRABALHOS APRESENTADOS POR TÉCNICOS DO ÓRGÃO","
5 anos","
5 anos","
         Guarda 
       Permanente",
920,920A         ,920 A        ,"920 A             CONGRESSOS. CONFERÊNCIAS. SEMINÁRIOS.
                 SIMPÓSIOS. ENCONTROS. CONVENÇÕES.

                 CICLOS DE  PALESTRAS.
                  MESAS REDONDAS","



1 ano",,"



Eliminação",
920,920B         ,920 B        ,"920 B             PLANEJAMENTO, PROGRAMAÇÃO, DISCURSOS,   PALESTRAS E TRABALHOS APRESENTADOS POR TÉCNICOS DO ÓRGÃO","
5 anos","
5 anos","
          Guarda 
       Permanente",
930,930A         ,930 A        ,930 A           FEIRAS. SALÕES. EXPOSIÇÕES.  MOSTRAS. FESTAS,"
1 ano",,"
Eliminação",
930,930B         ,930 B        ,"930 B             PLANEJAMENTO,  PROGRAMAÇÃO, DISCURSOS, PALESTRAS E TRABALHOS APRESENTADOS POR TÉCNICOS DO ÓRGÃO","
5 anos","
5 anos","
         Guarda 
      Permanente",
930,930C         ,930 C        ,930 C             CONCURSOS,1 ano,,               Eliminação,
930,930D         ,930 D        ,"930 D                 PLANEJAMENTO, NORMAS, EDITAIS, HABILITAÇÃO DOS CANDIDATOS, JULGAMENTO DA  BANCA,  TRABALHOS CONCORRENTES, PREMIAÇÃO E RECURSOS","
5 anos","
5 anos","
          Guarda 
       Permanente",As normas deverão permanecer em fase corrente enquanto vigoram.
940,940          ,940          ,940            VISITAS E VISITANTES,1 ano,,                Eliminação,
990,990          ,990          ,990           ASSUNTOS TRANSITÓRIOS,,,,
991,991          ,991          ,991            APRESENTAÇÃO. RECOMENDAÇÃO,1 ano,,Eliminação,
992,992          ,992          ,992            COMUNICADOS E INFORMES,1 ano,,Eliminação,
993,993          ,993          ,"993            AGRADECIMENTOS. CONVITES. FELICITAÇÕES.
                                PÊSAMES","
1 ano",,"
Eliminação",
994,994          ,994          ,994            PROTESTOS. REIVINDICAÇÕES. SUGESTÕES,1 ano,,Eliminação,
995,995          ,995          ,"995                 PEDIDOS, OFERECIMENTOS E INFORMAÇÕES DIVERSAS","
1 ano",,"
Eliminação",
996,996          ,996          ,"996               ASSOCIAÇÕES: CULTURAIS, DE AMIGOS E DE SERVIDORES","
1ano",,"
Eliminação",
0,000,000   ADMINIS,000   ADMINISTRAÇÃO GERAL,,,,
001,001          ,001          ,"001              MODERNIZAÇÃO E REFORMA ADMINISTRATIVAPROJETOS, ESTUDOS E NORMAS",Enquanto vigora,5 anos,Guarda permanente,
002,002          ,002          ,"002              PLANOS, PROGRAMAS E PROJETOS DE TRABALHO",5 anos,9 anos,Guarda permanente,
003,003          ,003          ,003              RELATÓRIOS DE ATIVIDADES,5 anos,9 anos,Guarda permanente,São  passíveis  de  eliminação  os  relatórios  cujas informações encontram-se recapituladas em outros.
004,004          ,004          ,"004              ACORDOS. AJUSTES. CONTRATOS.
CONVÊNIOS",Enquanto vigora,10 anos,Guarda permanente,
010,010          ,010          ,"010           ORGANIZAÇÃO   E FUNCIONAMENTO NORMAS, REGULAMENTAÇÕES, DIRETRIZES, PROCEDI MENTOS, ESTUDOS E/OU DECISÕES DE CARÁTER GERAL",Enquanto vigora,5 anos,Guarda permanente,
010,0101         ,010.1        ,010.1            REGISTRO NOS ÓRGÃOS COMPETENTES,Enquanto vigora,,Eliminação,
010,0102         ,010.2        ,010.2            REGIMENTOS. REGULAMENTOS. ESTATUTOS. ORGANOGRAMAS. ESTRUTURAS,Enquanto vigora,5 anos,Guarda permanente,"Os originais dos atos publicados integrarão os arquivos dos gabinetes do presidente da República, governadores  e prefeitos, cuja temporalidade  será definida  quando  da  elaboração  de  tabela específica para suas atividades-fim."
010,0103         ,010.3        ,010.3            AUDIÊNCIAS. DESPACHOS. REUNIÕES,2 anos,,Eliminação,
011,011          ,011          ,011           COMISSÕES. CONSELHOS. GRUPOS DE TRABALHO. JUNTAS. COMITÊS,4 anos,5 anos,Eliminação,
11,111,ATOS DE CRIAÇ,"ATOS DE CRIAÇÃO, ATAS, RELATÓRIOS",4 anos,5 anos,Guarda permanente,
012,012          ,012          ,012           COMUNICAÇÃO SOCIAL,,,,
012,0121         ,012.1        ,012.1            RELAÇÕES COM A IMPRENSA,1 ano,,Eliminação,
012,01211        ,012.11       ,012.11               CREDENCIAMENTO DE JORNALISTAS,Enquanto vigora,,Eliminação,
012,01212        ,012.12       ,"012.12               ENTREVISTAS. NOTICIÁRIOS.
REPORTAGENS. EDITORIAIS",2 anos,,Eliminação,Os    documentos    cujas   informações   reflitam   a política do órgão são de guarda permanente.
012,0122         ,012.2        ,012.2            DIVULGAÇÃO INTERNA,2 anos,,Eliminação,
012,0123         ,012.3        ,"012.3            CAMPANHAS INSTITUCIONAIS.
PUBLICIDADE",4 anos,10 anos,Guarda permanente,
019,019          ,019          ,019           OUTROS ASSUNTOS REFERENTES  À ORGANIZAÇÃO E FUNCIONAMENTO,,,,"Este grupo será desenvolvido pelo órgão de acordo com a necessidade, bem  como  a temporalidade  e destinação."
019,01901        ,019.01       ,019.01            INFORMAÇÕES SOBRE O ÓRGÃO,2 anos,,Eliminação,
020,020          ,020          ,020           PESSOAL,,,,
020,0201         ,020.1        ,"020.1           LEGISLAÇÃO NORMAS, REGULAMENTAÇÕES, DIRETRIZES, ESTATUTOS, REGULAMENTOS, PROCEDIMENTOS, ESTUDOS E/OU DECISÕES DE CARÁTER GERAL",Enquanto vigora,5 anos,Guarda permanente,"É  opcional  a  reprodução  dos  documentos previamente ao recolhimento, para que o órgão permaneça  com cópias para consulta."
020,02011        ,020.11       ,"020.11          BOLETINS    ADMINISTRATIVO,    DE    PESSOAL E    DE SERVIÇO",10 anos,10 anos,Guarda permanente,
020,0202         ,020.2        ,"020.2           IDENTIFICAÇÃO FUNCIONAL(INCLUSIVE CARTEIRA, CARTÃO, CRACHÁ, CREDENCIAL  E PASSAPORTE DIPLOMÁTICO)",Enquanto o servidor permanecer,,Eliminação,
020,0203         ,020.3        ,020.3           OBRIGAÇÕES TRABALHISTAS E ESTATUTÁRIAS. RELAÇÕES  COM ÓRGÃOS NORMATIZADORES  DA ADMINISTRAÇÃO PÚBLICA. LEI DOS 2/3. RAIS,5 anos,5 anos,Eliminação,
020,02031        ,020.31       ,020.31          RELAÇÕES COM OS CONSELHOS PROFISSIONAIS,2 anos,,Eliminação,"Os documentos  cujas informações possam  originar contenciosos  administrativos ou judiciais serão classificados nos assuntos  correspondentes  ao seu conteúdo, cujos prazos e destinação estão estabelecidos nesta tabela."
020,0204         ,020.4        ,020.4           SINDICATOS. ACORDOS. DISSÍDIOS,5 anos,5 anos,Guarda permanente,
020,0205         ,020.5        ,020.5           ASSENTAMENTOS INDIVIDUAIS. CADASTRO,Enquanto o servidor permanecer,,Eliminação,"O prazo total de guarda dos documentos  é de
100 anos, independente do suporte. Serão transferidos ao arquivo intermediário após  a saída do servidor do órgão."
021,021          ,021          ,021           RECRUTAMENTO E SELEÇÃO,,,,
021,0211         ,021.1        ,021.1         CANDIDATOS  A CARGO E EMPREGO PÚBLICOS: INSCRIÇÃO E CURRICULUM VITAE,2 anos,,Eliminação,
021,0212         ,021.2        ,"021.2          EXAMES DE SELEÇÃO(CONCURSOS PÚBLICOS) PROVAS E TÍTULOS, TESTES PSICOTÉCNICOS  E EXAMES MÉDICOS",6 anos,,Eliminação,
021,02122        ,021.22       ,"021.22            CONSTITUIÇÃO DE BANCAS EXAMINADORAS, EDITAIS, EXEMPLARES ÚNICOS DE PROVAS, GABARITOS, RESULTADOS E RECURSOS",6 anos,5 anos,Guarda permanente,"É  opcional  a seleção  por amostragem  das provas dos   candidatos,   segundo   critérios  estabelecidos pela Comissão Permanente de Avaliação."
022,022          ,022          ,022           APERFEIÇOAMENTO E TREINAMENTO,,,,
022,0221         ,022.1        ,022.1            CURSOS(INCLUSIVE BOLSAS DE ESTUDO),,,,
022,02211        ,022.11       ,022.11               PROMOVIDOS PELA INSTITUIÇÃO,5 anos,,Eliminação,
022,022111       ,022.111      ,"022.111          PROPOSTAS, ESTUDOS, EDITAIS, PROGRAMAS, RELATÓRIOS FINAIS, EXEMPLARES ÚNICOS DE EXERCÍCIOS, RELAÇÃO DE PARTICIPANTES, AVALIAÇÃO E CONTROLE DE EXPEDIÇÃO DE CERTIFICADOS00",5 anos,5 anos,Guarda permanente,
022,02212        ,022.12       ,022.12               PROMOVIDOS POR OUTRAS INSTITUIÇÕES,,,,Para os  documentos  comprobatórios  de participação utilizar os prazos e  a destinação  dos assentamentos  individuais 020.5.
022,022121       ,022.121      ,022.121                 NO BRASIL,5 anos,,Eliminação,
022,022122       ,022.122      ,022.122                 NO EXTERIOR,5 anos,,Eliminação,
022,0222         ,022.2        ,022.2            ESTÁGIOS(INCLUSIVE BOLSAS DE ESTÁGIO),,,,
022,02221        ,022.21       ,022.21              PROMOVIDOS PELA INSTITUIÇÃO,5 anos,,Eliminação,
022,022211       ,022.211      ,"022.211           ESTUDOS, PROPOSTAS, PROGRAMAS, RELATÓRIOS FINAIS, RELAÇÃO DE PARTICIPANTES, AVALIAÇÃO E DECLARAÇÃO DE COMPROVAÇÃO DE ESTÁGIO",5 anos,5 anos,Guarda permanente,
022,02222        ,022.22       ,022.22              PROMOVIDOS POR OUTRAS INSTITUIÇÕES,,,,Para os  documentos  comprobatórios  de participação utilizar os prazos e  a destinação  dos assentamentos  individuais 020.5.
022,022221       ,022.221      ,022.221                NO BRASIL,5 anos,,Eliminação,
022,022222       ,022.222      ,022.222                NO EXTERIOR,5 anos,,Eliminação,
022,0229         ,022.9        ,022.9             OUTROS ASSUNTOS REFERENTES A APERFEIÇOAMENTO E TREINAMENTO,,,,"Este subgrupo será desenvolvido  pelo órgão de acordo com a necessidade, bem como a temporalidade e destinação."
023,023          ,023          ,"023           QUADROS,TABELAS E POLÍTICA DE PESSOAL",,,,
023,02301        ,023.01       ,023.01               ESTUDOS E PREVISÃO DE PESSOAL,5 anos,5 anos,Guarda permanente,
023,02302        ,023.02       ,"023.02               CRIAÇÃO, CLASSIFICAÇÃO, TRANSFOR- MAÇÃO, TRANSPOSIÇÃO E REMUNE- RAÇÃO DE CARGOS E FUNÇÕES",5 anos,5 anos,Guarda permanente,
023,02303        ,023.03       ,"023.03               REESTRUTURAÇÕES E ALTERAÇÕES SALARIAIS ASCENSÃO  E PROGRESSÃO FUNCIONAL AVALIAÇÃO DE DESEMPENHO ENQUADRAMENTO EQUIPARAÇÃO, REAJUSTE E REPOSIÇÃO SALARIAL PROMOÇÕES",5 anos,47 anos,Eliminação,
023,0231         ,023.1        ,023.1           MOVIMENTAÇÃO DE PESSOAL,,,,
023,02311        ,023.11       ,"023.11                                              ADMISSÃO.
APROVEITAMENTO. CONTRATAÇÃO. NOMEAÇÃO. READMISSÃO. READAPTAÇÃO. RECONDUÇÃO. REINTEGRAÇÃO. REVERSÃO",5 anos,47 anos,Eliminação,
023,02312        ,023.12       ,023.12            DEMISSÃO.  DISPENSA. EXONERAÇÃO. RESCISÃO CONTRATUAL. FALECIMENTO,5 anos,47 anos,Eliminação,
023,02313        ,023.13       ,023.13                LOTAÇÃO. REMOÇÃO. TRANSFERÊNCIA. PERMUTA,4 anos,5 anos,Eliminação,
023,02314        ,023.14       ,023.14               DESIGNAÇÃO. DISPONIBILIDADE. REDISTRIBUIÇÃO. SUBSTITUIÇÃO,5 anos,47 anos,Eliminação,
023,02315        ,023.15       ,023.15               REQUISIÇÃO. CESSÃO,5 anos,47 anos,Eliminação,
024,024          ,024          ,"024           DIREITOS, OBRIGAÇÕES E VANTAGENS",,,,
024,0241         ,024.1        ,024.1            FOLHAS DE PAGAMENTO.  FICHAS FINAN- CEIRAS,5 anos,95 anos,Eliminação,
024,02411        ,024.11       ,"024.11               SALÁRIOS,VENCIMENTOS,PROVENTOS E REMUNERAÇÕES",7 anos,,Eliminação,
024,024111       ,024.111      ,024.111                 SALÁRIO-FAMÍLIA,5 anos,19 anos,Eliminação,"Para  os   casos   especiais   previstos   no   Regime Jurídico Único, o  prazo  total de  guarda  para  os documentos   referentes   à   concessão   de   salário família será de 100 anos."
024,024112A      ,024.112A     ,024.112A                 ABONO OU PROVENTO PROVISÓRIO,7 anos,,Eliminação,
024,024112B      ,024.112B     ,024.112B                            ABONO DE PERMANÊNCIA EM SERVIÇO,Até a homologação da aposentadoria,,Eliminação,
024,024119       ,024.119      ,"024.119                 OUTROS SALÁRIOS, VENCIMENTOS, PROVENTOS E REMUNERAÇÕES",7 anos,,Eliminação,
024,02412        ,024.12       ,024.12               GRATIFICAÇÕES(INCLUSIVE INCORPORAÇÕES),,,,
024,024121       ,024.121      ,024.121                  DE FUNÇÃO,5 anos,47 anos,Eliminação,
024,024122       ,024.122      ,024.122                  JETONS,7 anos,,Eliminação,
024,024123       ,024.123      ,024.123                  CARGOS EM COMISSÃO,5 anos,47 anos,Eliminação,
024,024124       ,024.124      ,024.124                  NATALINAS(DÉCIMO TERCEIRO SALÁRIO),7 anos,,Eliminação,
024,024129       ,024.129      ,024.129                  OUTRAS GRATIFICAÇÕES,5 anos,47 anos,Eliminação,
024,02413        ,024.13       ,024.13               ADICIONAIS,,,,
024,024131       ,024.131      ,"024.131                  TEMPO DE SERVIÇO(ANUÊNIOS, (BIÊNIOS  E QÜINQÜÊNIOS)",5 anos,47 anos,Eliminação,
024,024132       ,024.132      ,024.132                    NOTURNO,5 anos,47 anos,Eliminação,
024,024133       ,024.133      ,024.133                  PERICULOSIDADE,5 anos,47 anos,Eliminação,
024,024134       ,024.134      ,024.134                  INSALUBRIDADE,5 anos,47 anos,Eliminação,
024,024135       ,024.135      ,024.135                  ATIVIDADES PENOSAS,5 anos,47 anos,Eliminação,
024,024136       ,024.136      ,024.136                  SERVIÇOS EXTRAORDINÁRIOS(HORAS EXTRAS),5 anos,47 anos,Eliminação,
024,024137       ,024.137      ,024.137                  FÉRIAS: ADICIONAL DE 1/3  E ABONO PECUNIÁRIO,7 anos,,Eliminação,
024,024139       ,024.139      ,024.139                  OUTROS ADICIONAIS,5 anos,47 anos,Eliminação,
024,02414        ,024.14       ,024.14               DESCONTOS,,,,
024,024141       ,024.141      ,024.141              CONTRIBUIÇÃO SINDICAL DO SERVIDOR,7 anos,,Eliminação,
024,024142       ,024.142      ,024.142              CONTRIBUIÇÃO PARA O PLANO DE SEGURIDADE SOCIAL,5 anos,47 anos,Eliminação,
024,024143       ,024.143      ,024.143               IMPOSTO DE RENDA RETIDO NA FONTE (IRRF),7 anos,,Eliminação,
024,024144       ,024.144      ,024.144               PENSÕES ALIMENTÍCIAS,5 anos,95 anos,Eliminação,
024,024145       ,024.145      ,024.145                CONSIGNAÇÕES,7 anos,,Eliminação,
024,024149       ,024.149      ,024.149               OUTROS DESCONTOS,7 anos,,Eliminação,
024,02415        ,024.15       ,024.15               ENCARGOS PATRONAIS. RECOLHIMEN- TOS,,,,
024,024151       ,024.151      ,024.151                 PROGRAMA DE FORMAÇÃO DO PA- TRIMÔNIO DO SERVIDOR PÚBLICO (PASEP). PROGRAMA DE INTEGRA- ÇÃO SOCIAL (PIS),5 anos,5 anos,Eliminação,
024,024152       ,024.152      ,024.152                 FUNDO DE GARANTIA POR TEMPO DE SERVIÇO (FGTS),5 anos,47 anos,Eliminação,
024,024153       ,024.153      ,024.153                 CONTRIBUIÇÃO SINDICAL DO EMPREGADOR,7 anos,,Eliminação,
024,024154       ,024.154      ,024.154                 CONTRIBUIÇÃO PARA O PLANO DE SEGURIDADE SOCIAL(INCLUSIVE CONTRIBUIÇÕES ANTERIORES),5 anos,95 anos,Eliminação,
024,024155       ,024.155      ,024.155                 SALÁRIO MATERNIDADE,7 anos,,Eliminação,
024,024156       ,024.156      ,024.156                 IMPOSTO DE RENDA,7 anos,,Eliminação,
024,0242         ,024.2        ,024.2            FÉRIAS,7 anos,,Eliminação,
024,0243         ,024.3        ,"024.3          LICENÇAS ACIDENTE EM SERVIÇO ADOTANTE
AFASTAMENTO DO CÔNJUGE/COMPANHEIRO ATIVIDADE POLÍTICA, CAPACITAÇÃO PROFISSIONAL DESEMPENHO DE MANDATO CLASSISTA DOENÇA EM PESSOA DA FAMÍLIA GESTANTE, PATERNIDADE, PRÊMIO POR ASSIDUIDADE SERVIÇO MILITAR. TRATAMENTO  DE INTERESSES PARTICULARES TRATAMENTO  DE SAÚDE (INCLUSIVE PERÍCIA MÉDICA)",5 anos,47 anos,Eliminação,
024,0244         ,024.4        ,"024.4          AFASTAMENTOS PARA DEPOR
PARA EXERCER MANDATO ELETIVO PARA SERVIR AO TRIBUNAL REGIONAL ELEITORAL (TRE)PARA SERVIR COMO  JURADO
SUSPENSÃO DE CONTRATO DE TRABALHO (CLT)",5 anos,47 anos,Eliminação,
024,0245         ,024.5        ,024.5          REEMBOLSO DE DESPESAS,,,,
024,02451        ,024.51       ,024.51            MUDANÇA DE DOMICÍLIO DE SERVIDORES,Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Eliminação,
024,02452        ,024.52       ,024.52            LOCOMOÇÃO,Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,
024,02459        ,024.59       ,024.59            OUTROS REEMBOLSOS,Até aprovação das contas,"5 anos a contar
da   data de aprovaç ão     das contas",Eliminação,
024,0249         ,024.9        ,"024.9         OUTROS DIREITOS, OBRIGAÇÕES  E VANTAGENS",,,,
024,02491        ,024.91       ,024.91             CONCESSÕES ALISTAMENTO ELEITORAL CASAMENTO (GALA) DOAÇÃO DE SANGUE FALECIMENTO DE FAMILIARES (NOJO) HORÁRIO ESPECIAL  PARA  SERVIDOR ESTUDANTE HORÁRIO  ESPECIAL  PARA  SERVIDOR  PORTADOR  DE DEFICIÊNCIA ,5 anos,47 anos,Eliminação,
024,02492        ,024.92       ,024.92            AUXÍLIOS ALIMENTAÇÃO / REFEIÇÃO ASSISTÊNCIA PRÉ-ESCOLAR/CRECHE FARDAMENTO/UNIFORME. MORADIA. VALE-TRANSPORTE,Até aprovação das contas,"5 anos a contar
da   data
de aprovaç ão     das contas",Eliminação,
025,025          ,025          ,025           APURAÇÃO DE RESPONSABILIDADE E AÇÃO DISCIPLINAR,,,,
025,0251         ,025.1        ,025.1            DENÚNCIAS. SINDICÂNCIAS. INQUÉRITOS,,,,
